03/03/2019,Belenenses,Feirense,4,0
03/03/2019,Desportivo das Chaves,Santa Clara,0,0
03/03/2019,Rio Ave,Braga,1,2
03/03/2019,Sporting CP,Portimonense,3,1
04/03/2019,Vitoria de Guimaraes,Maritimo,1,0
08/03/2019,Desportivo das Chaves,Rio Ave,1,1
09/03/2019,Boavista,Sporting CP,1,2
09/03/2019,Maritimo,Moreirense,3,2
09/03/2019,Braga,Vitoria de Guimaraes,1,0
10/03/2019,Feirense,Porto,1,2
10/03/2019,Portimonense,Nacional,5,1
10/03/2019,Santa Clara,Aves,0,0
10/03/2019,Vitoria de Setubal,Tondela,0,0
11/03/2019,Benfica,Belenenses,2,2
15/03/2019,Sporting CP,Santa Clara,1,0
16/03/2019,Belenenses,Portimonense,2,2
16/03/2019,Vitoria de Guimaraes,Boavista,3,1
16/03/2019,Porto,Maritimo,3,0
16/03/2019,Vitoria de Setubal,Braga,0,1
17/03/2019,Aves,Desportivo das Chaves,0,1
17/03/2019,Moreirense,Benfica,0,4
17/03/2019,Nacional,Rio Ave,0,1
17/03/2019,Tondela,Feirense,1,1
29/03/2019,Portimonense,Moreirense,0,2
30/03/2019,Benfica,Tondela,1,0
30/03/2019,Desportivo das Chaves,Sporting CP,1,3
30/03/2019,Santa Clara,Vitoria de Guimaraes,1,0
30/03/2019,Braga,Porto,2,3
31/03/2019,Boavista,Belenenses,2,0
31/03/2019,Maritimo,Nacional,3,2
31/03/2019,Rio Ave,Aves,0,2
01/04/2019,Feirense,Vitoria de Setubal,0,1
05/04/2019,Porto,Boavista,2,0
06/04/2019,Belenenses,Santa Clara,1,1
06/04/2019,Vitoria de Guimaraes,Desportivo das Chaves,4,0
06/04/2019,Moreirense,Braga,1,0
06/04/2019,Nacional,Aves,0,0
07/04/2019,Feirense,Benfica,1,4
07/04/2019,Vitoria de Setubal,Maritimo,1,0
07/04/2019,Sporting CP,Rio Ave,3,0
08/04/2019,Tondela,Portimonense,3,2
12/04/2019,Desportivo das Chaves,Belenenses,2,2
13/04/2019,Aves,Sporting CP,1,3
13/04/2019,Portimonense,Porto,0,3
13/04/2019,Santa Clara,Moreirense,1,1
14/04/2019,Benfica,Vitoria de Setubal,4,2
14/04/2019,Boavista,Nacional,1,0
14/04/2019,Maritimo,Feirense,2,0
14/04/2019,Rio Ave,Vitoria de Guimaraes,2,1
14/04/2019,Braga,Tondela,3,0
19/04/2019,Vitoria de Guimaraes,Aves,0,2
19/04/2019,Nacional,Sporting CP,0,1
19/04/2019,Vitoria de Setubal,Portimonense,1,1
19/04/2019,Tondela,Boavista,1,0
20/04/2019,Belenenses,Rio Ave,1,3
20/04/2019,Feirense,Braga,0,2
20/04/2019,Moreirense,Desportivo das Chaves,0,1
20/04/2019,Porto,Santa Clara,1,0
22/04/2019,Benfica,Maritimo,6,0
26/04/2019,Rio Ave,Porto,2,2
27/04/2019,Aves,Belenenses,3,0
27/04/2019,Portimonense,Feirense,1,0
27/04/2019,Santa Clara,Vitoria de Setubal,0,0
27/04/2019,Sporting CP,Vitoria de Guimaraes,2,0
28/04/2019,Boavista,Moreirense,3,1
28/04/2019,Desportivo das Chaves,Nacional,4,1
28/04/2019,Maritimo,Tondela,2,0
28/04/2019,Braga,Benfica,1,4
03/05/2019,Moreirense,Rio Ave,1,2
04/05/2019,Benfica,Portimonense,5,1
04/05/2019,Feirense,Desportivo das Chaves,4,4
04/05/2019,Maritimo,Braga,1,0
04/05/2019,Porto,Aves,4,0
05/05/2019,Belenenses,Sporting CP,1,8
05/05/2019,Vitoria de Guimaraes,Nacional,2,2
05/05/2019,Tondela,Santa Clara,1,3
06/05/2019,Vitoria de Setubal,Boavista,0,3
10/05/2019,Aves,Moreirense,0,1
11/05/2019,Boavista,Braga,4,2
11/05/2019,Portimonense,Maritimo,3,2
11/05/2019,Santa Clara,Feirense,4,4
11/05/2019,Sporting CP,Tondela,1,1
12/05/2019,Desportivo das Chaves,Vitoria de Setubal,1,2
12/05/2019,Vitoria de Guimaraes,Belenenses,5,1
12/05/2019,Nacional,Porto,0,4
12/05/2019,Rio Ave,Benfica,2,3
16/05/2019,Belenenses,Nacional,3,0
17/05/2019,Braga,Portimonense,2,0
18/05/2019,Benfica,Santa Clara,4,1
18/05/2019,Feirense,Aves,2,1
18/05/2019,Maritimo,Boavista,0,1
18/05/2019,Porto,Sporting CP,2,1
18/05/2019,Vitoria de Setubal,Rio Ave,1,3
19/05/2019,Moreirense,Vitoria de Guimaraes,1,3
19/05/2019,Tondela,Desportivo das Chaves,5,2
